1,15767,0.7776311448366876,1
2,63380,0.7945290094859917,1
2,15767,0.7894273127753304,1
3,31695,0.7548177828658652,1
3,15767,0.7726508499906594,1
2,79300,0.7952884410700348,1
1,31695,0.7766435986159169,1
4,63380,0.7903614457831324,1
4,79300,0.7916243565951189,1
1,79300,0.7755766032824815,1
2,47547,0.7940350877192982,1
4,47547,0.7893168137455437,1
4,15767,0.7917241379310345,1
2,31695,0.7829471077304088,1
1,63380,0.7812068581607661,1
3,79300,0.7724966422921952,1
3,47547,0.7751090361815837,1
4,31695,0.785043447731063,1
3,63380,0.7769077514710652,1
1,47547,0.7781702578594136,1
2,168467,0.806581072754825,1
4,168467,0.7809721143054476,1
3,168467,0.7962204084397331,1
1,168467,0.7923124425767777,1
1,15767,0.6072261072261073,2
2,63380,0.69568058550611,2
2,15767,0.6870908614820634,2
3,31695,0.6994855004677267,2
3,15767,0.7061096353537792,2
2,79300,0.7016237459923468,2
1,31695,0.6545357238426546,2
4,63380,0.6840124149772172,2
4,79300,0.68621144213024,2
1,79300,0.6874433591783304,2
2,47547,0.6895822316234796,2
4,47547,0.6819585355094839,2
4,15767,0.6729832160259881,2
2,31695,0.6824534161490683,2
1,63380,0.6832978791980919,2
3,79300,0.7056949806949807,2
3,47547,0.6991041341333115,2
4,31695,0.6794922130611177,2
3,63380,0.7061336588342997,2
1,47547,0.6712041884816754,2
2,168467,0.7177331162361175,2
4,168467,0.7069423587847984,2
3,168467,0.7144687514829403,2
1,168467,0.6038440543568822,2